,gene_symbol
9824,PKD2
9825,ADPRM
9826,GU182347.12
9827,SPINK5
9828,PXDNL
9829,LRRC27
9830,ITGA8
9831,IFNW1
9832,PRR13
9833,TNF
9834,ZNF789
9835,ADGRF4
9836,SHISA6
9837,C2CD2L
9838,IFI44L
9839,RBX1
9840,ZC3H12C
9841,KIF20B
9842,NPIPB6
9843,ABL2
9844,ALDH1L2
9845,OR13C5
9846,KBTBD8
9847,GABRA1
9848,RILP
9849,ENDOD1
9850,SELENOI
9851,CLCN5
9852,FAM53A
9853,TRAV8-4
9854,CLN3
9855,TMEM35B
9856,ACCSL
9857,KHDRBS1
9858,SCGB3A1
9859,ZNF277
9860,ST7
9861,WFDC13
9862,FAM120C
9863,B3GNT3
9864,TRIM37
9865,C10orf120
9866,METTL13
9867,CAPN14
9868,RP3-370M22.8
9869,SLC25A24
9870,METAP1D
9871,BRD7
9872,XXbac-BPG32J3.22
9873,ANKFN1
9874,MT-CO3
9875,OTUD4
9876,SRBD1
9877,RP11-96O20.4
9878,PLD5
9879,CYP2A13
9880,CXorf58
9881,ATG13
9882,DACT3
9883,ADCK1
9884,WWP2
9885,ZNF765
9886,MIR6748
9887,OR2D2
9888,AC010731.4
9889,OR1N1
9890,DNM3
9891,RAB3A
9892,FAM50A
9893,ANLN
9894,ARMC3
9895,KIR3DX1
9896,MAOB
9897,SPINK6
9898,BLOC1S5
9899,HCST
9900,ATP5J
9901,AAMDC
9902,SGSH
9903,ELF3
9904,NSRP1
9905,PRM2
9906,ACAD8
9907,SMCO1
9908,KRT6C
9909,INHBC
9910,USP50
9911,OR2AP1
9912,FILIP1
9913,PRAF2
9914,BSCL2
9915,LCN10
9916,RP11-51F16.8
9917,MTRNR2L11
9918,GRID2
9919,LRRC28
9920,C8orf22
9921,EGLN3
9922,CDK5RAP2
9923,ARHGAP25
9924,ANKS4B
9925,ATP2B3
9926,OR11H2
9927,ACTA2
9928,GPR173
9929,ISOC2
9930,WNK2
9931,VTN
9932,ZCWPW2
9933,HMGB2
9934,ELOA3D
9935,TRIOBP
9936,EXTL2
9937,MIR1199
9938,FOXJ3
9939,PSG3
9940,LRRC39
9941,APOLD1
9942,MLST8
9943,OPN1MW2
9944,OR6C76
9945,SLC1A6
9946,CUEDC2
9947,NUBPL
9948,DNAJB13
9949,CLDN4
9950,TENM3
9951,OXCT2
9952,HIST1H1D
9953,FAP
9954,TMEM229B
9955,ZNF670
9956,NEFL
9957,ARGFX
9958,PSMD13
9959,WDR92
9960,SLC16A4
9961,COG3
9962,ASB12
9963,ISM2
9964,PRR16
9965,KRTAP12-4
9966,CTDP1
9967,LARP7
9968,C11orf42
9969,SGCE
9970,RP5-1024N4.6
9971,KRT37
9972,ACBD4
9973,KIF19
9974,PNMA5
9975,ZNF750
9976,MIR4750
9977,SCD
9978,RP13-177J6.6
9979,EAPP
9980,WNT8B
9981,USP17L1
9982,AGTPBP1
9983,FLVCR2
9984,KRT12
9985,MPP6
9986,FGGY
9987,ZMYM3
9988,TRIM5
9989,FAM134C
9990,SPIDR
9991,GDAP1
9992,PPP4R2
9993,LIPN
9994,TATDN1
9995,OOSP2
9996,UBLCP1
9997,CCDC144A
9998,CNTN4
9999,SLN
10000,ZNF559
10001,EN1
10002,ZBED8
10003,GBP3
10004,FAM103A1
10005,CYP3A5
10006,CCL3L1
10007,PLAA
10008,CADM3
10009,MIR5004
10010,OR2Y1
10011,C12orf4
10012,POPDC2
10013,LSS
10014,HOXA5
10015,SH3BP5L
10016,PNPLA3
10017,PICK1
10018,RP11-307N16.6
10019,OR4C45
10020,SHISA5
10021,CEP131
10022,TMEM50A
10023,CHRNB1
10024,ACVR2A
10025,RTTN
10026,MUC4
10027,BMP2
10028,MYLK
10029,FOSL2
10030,SYNPO2
10031,DOCK4
10032,NEMP2
10033,SLC39A2
10034,A2ML1
10035,ABHD18
10036,MRPL15
10037,TTYH2
10038,RP11-45M22.4
10039,ITGA2
10040,NES
10041,ADGRG2
10042,RP1-37E16.12
10043,MYO1D
10044,RNFT1
10045,ZDHHC16
10046,PLSCR1
10047,NINL
10048,VWF
10049,AC090958.1
10050,AC002398.9
10051,ACTL7B
10052,NPAS2
10053,OSBPL2
10054,CDK6
10055,TSPAN19
10056,ZNF354A
10057,EXD3
10058,MDK
10059,IER2
10060,ROBO3
10061,SIGLEC7
10062,TMEM219
10063,KCNK6
10064,JADE2
10065,OR2D3
10066,AC003005.4
10067,MTA1
10068,MDS2
10069,MARVELD3
10070,CCNG2
10071,CCDC172
10072,SH3BGRL2
10073,EFR3B
10074,C19orf57
10075,PPM1M
10076,FBRSL1
10077,HEXB
10078,GHRHR
10079,TWF1
10080,TPI1
10081,FASTKD1
10082,TRPV4
10083,APPL2
10084,CEP63
10085,TMEM62
10086,OAF
10087,ODAM
10088,MT-ATP6
10089,HRASLS
10090,USP17L27
10091,GOLGA8M
10092,MNDA
10093,CCL25
10094,MAP4
10095,CST3
10096,C1GALT1C1L
10097,MRPL41
10098,KRTAP17-1
10099,FCGR2B
10100,ZPR1
10101,HSF4
10102,CLEC14A
10103,DNAL4
10104,TRIM16L
10105,CMTR1
10106,SRXN1
10107,RP6-24A23.6
10108,CTSL
10109,FOXB1
10110,TMEM150C
10111,RPL3L
10112,DTNBP1
10113,LINC00959
10114,MORC2
10115,FASN
10116,RBMY1D
10117,MIR4707
10118,DAZ1
10119,CNPY1
10120,ELP5
10121,ASGR1
10122,TMEM129
10123,WDR88
10124,AC013271.7
10125,UQCR10
10126,MYRF
10127,JKAMP
10128,INPP5A
10129,TNRC6B
10130,OR10A3
10131,SLC26A3
10132,C4orf33
10133,TPSD1
10134,ARHGEF16
10135,YY1
10136,TRNP1
10137,TBX19
10138,MYOZ3
10139,CKAP5
10140,NCOR2
10141,GIMAP2
10142,SMYD3
10143,CHFR
10144,EZH1
10145,IGKV2D-24
10146,KCTD12
10147,MCUB
10148,SLC7A6OS
10149,TRIM42
10150,CELF4
10151,IGHV2-26
10152,WAPL
10153,CCL18
10154,TMEM120A
10155,CLPSL2
10156,MSC
10157,RIPPLY1
10158,ZFAND3
10159,CPA3
10160,SUSD2
10161,ZFHX4
10162,RNF113A
10163,MRPL52
10164,GPNMB
10165,RP11-571M6.15
10166,ARHGEF1
10167,SYT4
10168,EPOP
10169,BANK1
10170,ATOH8
10171,COL27A1
10172,MCF2L
10173,OR7G2
10174,CNTN5
10175,GAS2L1
10176,TSR1
10177,POLR1E
10178,ZNF676
10179,TVP23C
10180,UPK3BL
10181,GFPT1
10182,CACNA1H
10183,ZDHHC9
10184,ANKRD30B
10185,RTP3
10186,PDCD4
10187,CLTCL1
10188,ETS1
10189,INS-IGF2
10190,VSIG4
10191,SERPINB11
10192,ZMYND19
10193,SELENOO
10194,SCLT1
10195,HNRNPDL
10196,LINC00282
10197,TRAJ4
10198,OR4K15
10199,FAM19A5
10200,ALDH1A1
10201,USP1
10202,VANGL1
10203,LYG1
10204,AADACL3
10205,PCDHB2
10206,TRMU
10207,RRAGC
10208,FXYD2
10209,LMAN2L
10210,KDM4C
10211,CAD
10212,RP11-1012A1.4
10213,NPC1
10214,GP1BB
10215,ANKRD66
10216,FBXO28
10217,VIP
10218,OR2AE1
10219,ZNF622
10220,CERS5
10221,LGALS14
10222,PGM3
10223,SERTAD4
10224,USP34
10225,IMP3
10226,MYL4
10227,KRT80
10228,PLA2R1
10229,SREBF1
10230,OR2C3
10231,SAA4
10232,SPRR2G
10233,NLRP12
10234,MAGIX
10235,DHPS
10236,HPRT1
10237,SNRPC
10238,TLL1
10239,MPG
10240,WASHC5
10241,CIART
10242,NUTF2
10243,MAP3K12
10244,LRRC66
10245,TRIM49C
10246,TCF19
10247,SDCCAG3
10248,GALNT11
10249,MIR1281
10250,CCDC151
10251,BMPR1A
10252,KRTAP9-6
10253,CAB39L
10254,RBM47
10255,SUSD3
10256,MYO18A
10257,LAPTM5
10258,STUB1
10259,MIR3674
10260,OR4D2
10261,BCAS3
10262,SNRNP27
10263,RNASE1
10264,PRELID3B
10265,WASHC4
10266,BAP1
10267,EHBP1L1
10268,ZNF614
10269,PLEKHF2
10270,PDCD2
10271,OR4C16
10272,DYNC1LI2
10273,MYO3A
10274,FBXL19
10275,ZNF814
10276,TANK
10277,WBSCR28
10278,ZNF302
10279,ADAMTS18
10280,ARL4D
10281,LCN15
10282,SLC25A20
10283,KCNF1
10284,LSM6
10285,NPL
10286,HTR2B
10287,SDHAF2
10288,SYNC
10289,OR4F4
10290,MS4A4E
10291,IFI27L1
10292,ASB15
10293,ABCA5
10294,DNAI1
10295,TGM2
10296,WNK1
10297,ARHGAP23
10298,RPN2
10299,SPATA8
10300,TRPC3
10301,RPP21
10302,SKIL
10303,MTRNR2L10
10304,CNGB3
10305,TRA2A
10306,HTN1
10307,PRAMEF6
10308,GLYAT
10309,GDF7
10310,OIP5
10311,NDE1
10312,PRRX1
10313,SRP9
10314,IGFL2
10315,ITIH1
10316,HIST1H2AM
10317,MIR7703
10318,WFDC10B
10319,KLHL14
10320,MIR3658
10321,RAET1L
10322,RPS6KL1
10323,TMEM14B
10324,LHX8
10325,SCN11A
10326,NCKIPSD
10327,SLC25A19
10328,KCNA7
10329,TIPARP
10330,CTD-2369P2.10
10331,GGH
10332,C11orf96
10333,PIWIL4
10334,CORO1A
10335,C16orf54
10336,GJA3
10337,GABRA5
10338,SPI1
10339,RP11-73M18.2
10340,BARHL2
10341,TRPS1
10342,RNF114
10343,MAP1A
10344,SOX5
10345,CAPS
10346,RPA2
10347,RNF2
10348,ZCWPW1
10349,TMCO1
10350,CPB1
10351,TREM2
10352,GATA3
10353,GIPC2
10354,SUMO2
10355,LEFTY1
10356,RPS8
10357,CGB8
10358,C16orf91
10359,PDZK1IP1
10360,PARK7
10361,SRGAP2C
10362,ATP6V1G3
10363,MIR6741
10364,GPR45
10365,NDUFA1
10366,MRPL10
10367,CTC-432M15.3
10368,RPRD1A
10369,CEP104
10370,NCR1
10371,ZNF580
10372,RPS6KB2
10373,RPLP1
10374,CHL1
10375,HYAL4
10376,SPINK7
10377,ADGRB1
10378,FRMPD1
10379,NPS
10380,CA7
10381,SRCIN1
10382,CLDN2
10383,MYO3B
10384,TTLL6
10385,CWF19L1
10386,RTCB
10387,TRAFD1
10388,SFTPA2
10389,RYR3
10390,AOC2
10391,HIRA
10392,IL1RAPL1
10393,S100A9
10394,ST7L
10395,SLC10A3
10396,KDM8
10397,POLR1C
10398,EXTL1
10399,WDR41
10400,LMX1A
10401,ZNF648
10402,STK25
10403,TRAF7
10404,CFAP61
10405,LATS2
10406,NEIL3
10407,HACD3
10408,SPIRE1
10409,INTS5
10410,ARL6IP4
10411,ELMO1
10412,COX8C
10413,ARHGEF17
10414,RP11-1099M24.7
10415,ZCCHC12
10416,ZSCAN25
10417,EPB41L5
10418,RAP1A
10419,RNF111
10420,IRF2BP1
10421,MRPS34
10422,ETAA1
10423,MLF1
10424,ZNF383
10425,SYNJ2
10426,ZMYM6
10427,FAM72D
10428,TCEA2
10429,MAP3K2
10430,RGS7
10431,CD40
10432,C12orf49
10433,NME1
10434,TAGLN2
10435,REC114
10436,HNRNPA2B1
10437,RAD51B
10438,FAR2
10439,C21orf2
10440,PGPEP1L
10441,EFNA5
10442,DNHD1
10443,HSCB
10444,POLR2K
10445,ZBTB37
10446,TMEM51
10447,KIF1A
10448,GZMM
10449,SVIP
10450,TRAJ22
10451,NDUFB3
10452,CD164
10453,MIER2
10454,UCN3
10455,USP12
10456,GCNT1
10457,HMGXB3
10458,NTAN1
10459,FANCD2
10460,DEFB136
10461,EIF4A2
10462,ZNF100
10463,GSX2
10464,LSM14A
10465,PLCZ1
10466,H2AFB1
10467,TRAV23DV6
10468,TRIM23
10469,MAMLD1
10470,ZNF562
10471,SRD5A1
10472,GPAT4
10473,SLC25A39
10474,SYT17
10475,DTHD1
10476,STXBP4
10477,CD163L1
10478,ZNF253
10479,NDUFB7
10480,TLE4
10481,PTCHD3
10482,MCRIP1
10483,NDST4
10484,TBCC
10485,PRDM9
10486,KCNIP1
10487,BTBD6
10488,INSL3
10489,PAGE2
10490,RPL29
10491,NAPB
10492,CASK
10493,UMAD1
10494,TM9SF1
10495,SPECC1L-ADORA2A
10496,OR2T29
10497,ACAN
10498,TRBV10-2
10499,TRMT61B
10500,TTF2
10501,OGN
10502,NUP35
10503,VMO1
10504,RGS21
10505,TPRX1
10506,ESM1
10507,PAG1
10508,SGPP2
10509,SLC45A1
10510,COL6A5
10511,MIR6764
10512,CCL2
10513,PLD1
10514,SWSAP1
10515,ANKS1A
10516,C1QTNF1
10517,FNIP1
10518,SORBS3
10519,PRPF19
10520,PPAN
10521,RP11-287D1.3
10522,ASB9
10523,MAPK1
10524,AC004754.3
10525,SLC1A7
10526,RTN2
10527,XKR6
10528,XRCC2
10529,MIR4720
10530,TNFAIP2
10531,RP11-249L12.1
10532,ZNF638
10533,TRAJ2
10534,ZNF681
10535,EPHX3
10536,PIGS
10537,ARHGAP44
10538,GLOD5
10539,CYTH1
10540,GPAM
10541,STK36
10542,EXOC2
10543,SZRD1
10544,OR4D5
10545,MAST3
10546,RAB7A
10547,SPECC1L
10548,ARL5C
10549,NPSR1
10550,NCOA7
10551,OVOL1
10552,TAS2R1
10553,AR
10554,CLCF1
10555,GCA
10556,SEC24D
10557,AF165138.7
10558,GLT6D1
10559,IGF2
10560,LETM2
10561,DTX3
10562,KBTBD11-OT1
10563,HIST1H3F
10564,NRG4
10565,SSX5
10566,ZSCAN5C
10567,KIF14
10568,PTGDS
10569,SLC9A4
10570,CEP85L
10571,FRMD3
10572,MAP3K10
10573,RNASE12
10574,ZC3H12D
10575,SRSF11
10576,NSUN7
10577,GFI1B
10578,FBXL5
10579,GLP1R
10580,RNH1
10581,UGGT2
10582,H2AFB2
10583,LARP4B
10584,GAD1
10585,MDFIC
10586,DEFB110
10587,MBD3L4
10588,EBF1
10589,CACNG5
10590,OR14I1
10591,POLR3A
10592,LYNX1
10593,ALKBH6
10594,MCOLN2
10595,CALML5
10596,PSMA2
10597,MFSD12
10598,RPL35
10599,STX19
10600,TDRD1
10601,PCSK5
10602,FSIP1
10603,UBXN6
10604,SSU72P8
10605,NDUFA3
10606,MXRA7
10607,RP11-540D14.8
10608,MED25
10609,PIKFYVE
10610,PI4KB
10611,SPNS1
10612,FUT9
10613,STIM2
10614,GCOM1
10615,GPR143
10616,SLC16A13
10617,TESMIN
10618,OR5T1
10619,ATG5
10620,C3orf67
10621,ZNF764
10622,GPR179
10623,TRBJ1-1
10624,TCEANC
10625,SLBP
10626,FXYD1
10627,HARS2
10628,BTNL2
10629,DDX42
10630,RAB2B
10631,SELP
10632,LY96
10633,SCARF1
10634,KCNIP2
10635,NDUFA2
10636,F2RL2
10637,STK32C
10638,GP9
10639,ARHGAP26
10640,ACY3
10641,ARSA
10642,AKT1S1
10643,CRACR2B
10644,VEZF1
10645,EFNB1
10646,PAFAH1B2
10647,IFT22
10648,TNFRSF13C
10649,RAPGEF3
10650,ATP2A3
10651,CCDC66
10652,GPATCH4
10653,PDCD7
10654,G6PD
10655,CERS4
10656,GLMN
10657,CYP2A7
10658,RP1-139D8.6
10659,CFAP46
10660,TSACC
10661,ANKRD13C
10662,MAGEA11
10663,ZNF808
10664,ZNF740
10665,PLCD3
10666,SMPD4
10667,SNAP91
10668,EMID1
10669,C11orf1
10670,RAMP3
10671,TTC9B
10672,WFDC2
10673,CRYAB
10674,USP17L10
10675,LYSMD2
10676,HIF1A
10677,TGFA
10678,C11orf84
10679,SLC39A13
10680,PCOLCE
10681,GOLGA7
10682,IGHV3-43
10683,ANKS1B
10684,LCP1
10685,SAMD1
10686,MIR1257
10687,CPO
10688,OR2A2
10689,GRB2
10690,KMT2A
10691,PTGES
10692,PIM1
10693,DDX31
10694,FAM71F1
10695,ABCB8
10696,RALGPS1
10697,PLXNA1
10698,SPATS2L
10699,PPP1R16B
10700,TRIM16
10701,MICU2
10702,BCL11A
10703,CHAC2
10704,SLC10A4
10705,ZNF783
10706,RECQL5
10707,ARL2BP
10708,DNLZ
10709,HRAS
10710,GLIS1
10711,LRRC75A
10712,RP11-474G23.1
10713,TTC13
10714,KIAA2026
10715,PJA1
10716,ABHD16A
10717,MSI1
10718,IGKV1OR2-108
10719,GCHFR
10720,RP4-539M6.19
10721,RPTN
10722,PCGF6
10723,FBXL18
10724,GOT1
10725,POR
10726,SLC36A2
10727,PZP
10728,ASPG
10729,AC026369.1
10730,LIMK2
10731,UGT1A1
10732,HIST1H2AG
10733,HHAT
10734,AKR7A2
10735,SUCNR1
10736,ATP11B
10737,AMOTL2
10738,GNA11
10739,HADHB
10740,CER1
10741,AMZ2
10742,ADM5
10743,CXCL5
10744,GDF2
10745,LPIN2
10746,IGHD6-25
10747,GFM2
10748,PGBD1
10749,RBM12B
10750,TIMM8A
10751,MIR671
10752,ID1
10753,KIR3DL1
10754,FYB
10755,KRTAP5-1
10756,C19orf71
10757,B3GALT5
10758,UVSSA
10759,MT1H
10760,PPFIBP2
10761,OR52N4
10762,RCC2
10763,PPIB
10764,P2RY10
10765,ERAL1
10766,GOLGA8R
10767,IGKV1-5
10768,C16orf71
10769,DSCC1
10770,MSH4
10771,SNRPD2
10772,CYTH4
10773,SH2D4B
10774,MFSD11
10775,ARAF
10776,MC3R
10777,LLGL2
10778,RP11-507K12.1
10779,RNF167
10780,ZNF362
10781,CALHM1
10782,TRIM24
10783,TSLP
10784,KIR2DL3
10785,RPL37A
10786,TEX19
10787,PRKACB
10788,NUTM2B
10789,LRWD1
10790,FBXL17
10791,PIGN
10792,CALML4
10793,ZFAND4
10794,SLC8A3
10795,XAGE1A
10796,SSX2IP
10797,ZNF232
10798,ENPP2
10799,SPATA21
10800,ADAMTSL1
10801,LY6E
10802,CEPT1
10803,CSAG3
10804,RP9
10805,DRD4
10806,MEGF8
10807,SPACA3
10808,SNX9
10809,ASB3
10810,PIGZ
10811,GAL3ST4
10812,CSNK2A1
10813,RPL32
10814,LRRC56
10815,KLHL29
10816,MSX2
10817,ELOF1
10818,NRF1
10819,TRAC
10820,MUTYH
10821,TNS1
10822,ZNF660
10823,PPP1R15B
10824,KCTD8
10825,DDX19A
10826,C5orf47
10827,INIP
10828,NDUFS8
10829,DNAJC18
10830,PAPD7
10831,VKORC1
10832,ITGB8
10833,HOMEZ
10834,TBC1D3B
10835,ANKZF1
10836,GTF2A2
10837,BCHE
10838,KLK13
10839,PRKD2
10840,PEX11B
10841,DCDC1
10842,DENR
10843,PLEKHO2
10844,LHFP
10845,ZNF337
10846,MIR4485
10847,PTHLH
10848,RP4-613B23.5
10849,ALDH1A2
10850,GOLGA4
10851,NPIPA5
10852,IL18R1
10853,ANKRD1
10854,B4GALT4
10855,ABHD2
10856,FAM198A
10857,PCSK7
10858,ANXA6
10859,TRIM63
10860,GPBP1L1
10861,ALX4
10862,PRPF40A
10863,PIGH
10864,BARX1
10865,CDCA2
10866,UBQLN2
10867,TRAPPC9
10868,OXER1
10869,SDC2
10870,SEMA4C
10871,SUPV3L1
10872,GOLGA6C
10873,UTY
10874,STX12
10875,CCNL1
10876,KRTAP19-3
10877,RNASEK-C17orf49
10878,HES4
10879,DNTTIP1
10880,MOAP1
10881,SPINK13
10882,ZNF99
10883,TMEM110-MUSTN1
10884,TTLL7
10885,CHSY3
10886,DUSP21
10887,FAM127C
10888,SPATC1
10889,CHD4
10890,TEX13C
10891,ZNF524
10892,SLC35C2
10893,ARL10
10894,PROB1
10895,RAB25
10896,GLI2
10897,P2RY1
10898,GPR150
10899,TICAM2
10900,KLF16
10901,C1orf100
10902,CD302
10903,GVQW1
10904,ATP6V0E2
10905,KIAA0408
10906,C3orf22
10907,ZNF37A
10908,LCNL1
10909,IGHJ4
10910,QRSL1
10911,SUFU
10912,GOLGA6L22
10913,AC009336.19
10914,ACTG2
10915,OR7D4
10916,RAB23
10917,COMMD6
10918,BMP3
10919,KCNA5
10920,ATP8A2
10921,MYBL2
10922,MAGED1
10923,CPA6
10924,GRAMD1B
10925,RAB11A
10926,ALG1
10927,DEDD2
10928,CACYBP
10929,SV2C
10930,KRTAP9-3
10931,ARIH2
10932,ARL11
10933,NOC4L
10934,OCM
10935,BHLHA9
10936,MYO5A
10937,GATC
10938,CCDC85A
10939,SS18L2
10940,FAM221B
10941,UXT
10942,ABCC2
10943,FAM13C
10944,MT-ND4
10945,ADAMTS9
10946,TRPC4AP
10947,TMEM132A
10948,PPP2R5D
10949,CDC42EP5
10950,RPL13
10951,SH2D3A
10952,ZNF625
10953,DLD
10954,RASA3
10955,UBTF
10956,BPIFB4
10957,PRUNE1
10958,MIR6791
10959,FAAP24
10960,CH17-195P21.2
10961,RP11-96L14.8
10962,YBX2
10963,ARF5
10964,C2orf54
10965,LTBP1
10966,YBX3
10967,ERVFRD-1
10968,UBE3C
10969,POLR2J
10970,TMEM143
10971,POLDIP2
10972,RP3-468K18.5
10973,KLF6
10974,XPA
10975,PPP2R2A
10976,PODXL
10977,E4F1
10978,NKTR
10979,FN3KRP
10980,HNRNPA0
10981,OAS3
10982,TRBV5-8
10983,STRN3
10984,MIR6502
10985,DDX43
10986,DLL4
10987,DDOST
10988,NEK6
10989,SYTL5
10990,IDE
10991,TRAV8-6
10992,SPOP
10993,AC244489.1
10994,PEX5
10995,CYP27C1
10996,PRKAG1
10997,PYHIN1
10998,RAB40AL
10999,LIN7B
11000,MCM5
11001,C8B
11002,ULK1
11003,MESDC2
11004,NCBP2-AS2
11005,DCAF13
11006,C16orf87
11007,TRAV41
11008,LAPTM4B
11009,NFATC1
11010,ZSCAN18
11011,KRT19
11012,ZIC1
11013,DGCR6
11014,TMC6
11015,MYL2
11016,PKP4
11017,MCTP2
11018,CLDN1
11019,CTD-2568A17.1
11020,DOT1L
11021,TRBV20OR9-2
11022,DISP2
11023,C1orf167
11024,RSL24D1
11025,GXYLT1
11026,FOXO6
11027,TSEN2
11028,MTCL1
11029,FCGR3A
11030,TMEM17
11031,SLC16A8
11032,TRDV3
11033,SIX2
11034,KRTAP10-8
11035,PPARGC1B
11036,KRT81
11037,HACE1
11038,MIPEP
11039,TACC1
11040,RNF219
11041,ROR2
11042,WNT8A
11043,KRTAP12-2
11044,CPNE4
11045,OR2A1
11046,NSL1
11047,SNX29
11048,PAX7
11049,FAM180A
11050,WHAMM
11051,KLK11
11052,TMOD1
11053,CEBPB
11054,RBM15
11055,GLUD2
11056,PLPPR2
11057,CLCN3
11058,FOXK2
11059,MUM1L1
11060,UMPS
11061,SUCO
11062,MPP7
11063,ARL1
11064,WDR75
11065,C22orf29
11066,ELOA
11067,UBE2D2
11068,CUZD1
11069,USP3
11070,PKNOX2
11071,ARL14EP
11072,DDX41
11073,PRPS2
11074,IGHMBP2
11075,OLFML3
11076,EFEMP1
11077,CEACAM1
11078,CHMP4C
11079,RAB40B
11080,SOX3
11081,BOLA2
11082,ELL3
11083,NFX1
11084,RPL30
11085,CEBPZ
11086,KRT16
11087,CES5A
11088,SDCBP
11089,SCN2B
11090,CCDC15
11091,LYSMD3
11092,ADGRA3
11093,UTP18
11094,NXNL2
11095,DGKK
11096,OBP2B
11097,GAGE12C
11098,FKBP1A
11099,STX11
11100,USP17L22
11101,TMC8
11102,C6orf10
11103,KBTBD11
11104,TEX37
11105,FEZF2
11106,POF1B
11107,ABCA3
11108,VAMP3
11109,PPP1R3D
11110,LAIR1
11111,ZNF701
11112,CR847794.1
11113,ST6GALNAC1
11114,ZNF654
11115,PRR23C
11116,CFD
11117,WDR90
11118,MTMR1
11119,ZNF578
11120,IGHV3-64
11121,NSMCE1
11122,APH1B
11123,FAM25C
11124,CD3EAP
11125,KIAA0930
11126,POLR3E
11127,LDHAL6A
11128,SLC35G6
11129,CBWD2
11130,PPP1R3F
11131,INHBA
11132,IAPP
11133,OR13J1
11134,CXCL9
11135,CACNA2D2
11136,IGHV1-3
11137,TMBIM1
11138,PIGM
11139,CHKB
11140,CDH9
11141,TUBB4B
11142,USP40
11143,MMGT1
11144,MED21
11145,SORBS1
11146,MYO18B
11147,WIPF3
11148,GPATCH8
11149,OTULIN
11150,TREML2
11151,FAM205C
11152,CDPF1
11153,NOSIP
11154,MS4A6A
11155,SAT2
11156,EBAG9
11157,ATF6
11158,NDRG3
11159,MCL1
11160,PAQR3
11161,DRGX
11162,PES1
11163,HES6
11164,PRR21
11165,SEPHS2
11166,HERC3
11167,C3
11168,DYNC1H1
11169,PFDN4
11170,TAAR8
11171,CDHR4
11172,HIGD2A
11173,ADGRF2
11174,LRRC37A
11175,KCNIP3
11176,CTD-2501B8.1
11177,COL18A1
11178,ALDH3B2
11179,TRBJ1-5
11180,HTR3C
11181,ARF4
11182,TP53TG5
11183,SON
11184,ARHGEF10L
11185,AKAP6
11186,UBB
11187,DAOA
11188,CACNG2
11189,COX6A1
11190,OR1B1
11191,MAPKAP1
11192,LARP1
11193,NIPAL3
11194,TAS1R2
11195,OR52E1
11196,PPP6R1
11197,RP11-529K1.3
11198,MLN
11199,MYB
11200,SLC17A8
11201,CXorf65
11202,NDST1
11203,PRDM4
11204,CENPU
11205,RGPD3
11206,SMTNL1
11207,TMPRSS11E
11208,NUP85
11209,GJA5
11210,OR5B3
11211,ACKR2
11212,PCOLCE2
11213,TMEM176B
11214,PAGE3
11215,LRRC43
11216,ABCB10
11217,AQP5
11218,FGFBP2
11219,PIK3R6
11220,FRAS1
11221,PNPLA8
11222,C2orf73
11223,GLRA2
11224,MRPL43
11225,GOT1L1
11226,MDH1B
11227,OPN5
11228,CCNC
11229,PDHB
11230,GOLGA8T
11231,NBPF19
11232,MED14
11233,FKBP3
11234,ANKRD54
11235,IFIT1
11236,MATN3
11237,FOLR2
11238,ZSWIM4
11239,KCNK4
11240,NAT8B
11241,COPG1
11242,TRIM56
11243,OR5K2
11244,ADGRG1
11245,RP11-5A19.5
11246,PARPBP
11247,SRPRB
11248,STX4
11249,RABGEF1
11250,SLC43A3
11251,PHF24
11252,ATP6V1A
11253,GUCY2D
11254,MX1
11255,GRHL1
11256,TTC5
11257,CPQ
11258,BLVRB
11259,BCAT1
11260,ASCL2
11261,PGAP2
11262,SLC39A14
11263,AP006285.1
11264,REG1A
11265,SPN
11266,PRR12
11267,SETD5
11268,DAZ4
11269,HSPB9
11270,FCAR
11271,ZNF404
11272,HAUS8
11273,NDUFB11
11274,ATP1B2
11275,UBP1
11276,RTN4RL2
11277,SPTBN5
11278,CA5A
11279,NOX1
11280,BTN2A1
11281,FURIN
11282,PLA2G4E
11283,ORC4
11284,IRAK1BP1
11285,ZNF70
11286,PTPN7
11287,TARM1
11288,PCDHA4
11289,EMILIN3
11290,CDHR5
11291,RP11-231C18.3
11292,PMM1
11293,UNC5D
11294,FAM236A
11295,MMAB
11296,ARL2-SNX15
11297,INSL4
11298,KCND2
11299,UBE2V2
11300,GALNT6
11301,PHF20
11302,TBC1D3C
11303,NDC1
11304,MIR4442
11305,MAGEA2B
11306,ARHGAP29
11307,HLA-DQA1
11308,AXIN1
11309,MAGEB6P1
11310,RP1-179P9.3
11311,AIP
11312,SLAMF7
11313,PROKR1
11314,DET1
11315,SYNJ2BP
11316,PSME2
11317,ERICH5
11318,TRO
11319,ATP4B
11320,KRTAP15-1
11321,IL10RA
11322,ZNF12
11323,C7orf31
11324,RP11-244H3.4
11325,SLC2A3
11326,RGN
11327,CRYM
11328,AC023491.2
11329,BRF1
11330,MANF
11331,EHD2
11332,MAN2B1
11333,ESX1
11334,PATL1
11335,CCDC87
11336,CYFIP1
11337,RAB41
11338,TPO
11339,FAM83C
11340,PRR11
11341,CLEC4M
11342,LCN8
11343,LIPT2
11344,TTC26
11345,ZNF439
11346,CSE1L
11347,LRRC34
11348,EHD3
11349,POU4F2
11350,PAPPA
11351,SIM1
