,gene_symbol
17911,MDM1
17912,LRPAP1
17913,C1orf109
17914,CLEC10A
17915,NBR1
17916,RHBDD1
17917,OR2B3
17918,MIA
17919,FSTL3
17920,TTC19
17921,PLEKHJ1
17922,AHRR
17923,HIST1H2BI
17924,USP24
17925,KANSL2
17926,RP11-111M22.2
17927,CISD1
17928,ARL14
17929,JSRP1
17930,CHSY1
17931,GSTTP1
17932,OMA1
17933,PARP6
17934,ANKRD60
17935,POU5F1B
17936,DLL1
17937,TAF1A
17938,FCRL6
17939,GAGE12B
17940,NDUFA8
17941,MSH5
17942,PRPF6
17943,ZNF606
17944,RP5-877J2.1
17945,LYL1
17946,RPH3AL
17947,CPD
17948,SDR16C5
17949,NUTM2G
17950,SSX4B
17951,DPM3
17952,IGLC7
17953,TP53TG3B
17954,GOLGA8F
17955,KIF27
17956,ATXN2
17957,INTS1
17958,PPP1R16A
17959,LGMN
17960,IGLV3-19
17961,LCE3E
17962,MIR4745
17963,HIPK2
17964,CCNB3
17965,RP11-101E3.5
17966,PLA2G3
17967,TMSB4X
17968,EIF3C
17969,KCNE2
17970,SPATA31A6
17971,CDKN1B
17972,SLC26A8
17973,TRBV7-6
17974,SMN2
17975,ADAR
17976,SPOPL
17977,FUBP1
17978,FUNDC1
17979,CASP1
17980,ZNF623
17981,IQCH
17982,DUSP7
17983,P4HB
17984,SCG2
17985,LMO4
17986,RAB33A
17987,GCDH
17988,TEN1-CDK3
17989,MYDGF
17990,IGKJ5
17991,ANKRA2
17992,PRSS36
17993,SLC52A1
17994,TRIM60
17995,TACC2
17996,PPM1A
17997,CLOCK
17998,DACH2
17999,MT1X
18000,POLR2M
18001,LYPD1
18002,TRPV1
18003,CAPN9
18004,TIMM13
18005,KRT85
18006,UNC13B
18007,OR51E1
18008,FGF17
18009,MIR1469
18010,RP11-98L5.5
18011,SKOR1
18012,GSTO1
18013,RPL23
18014,NKX3-1
18015,NAT16
18016,ZSCAN1
18017,C1QL2
18018,RP13-672B3.2
18019,RPAIN
18020,PMAIP1
18021,TST
18022,TSPAN17
18023,CDC42BPB
18024,TMEM191C
18025,SALL3
18026,SUSD1
18027,MAGOHB
18028,SSR1
18029,IGHV3-30
18030,BTN2A2
18031,LRCH2
18032,APOC4
18033,KIF6
18034,FADD
18035,GEMIN4
18036,DKC1
18037,GPR50
18038,NDUFAF7
18039,OMG
18040,RORB
18041,GTF2H1
18042,MIR639
18043,TRGJP
18044,F13B
18045,PEX16
18046,RASSF8
18047,CD37
18048,TBC1D13
18049,B4GALNT3
18050,CEP89
18051,MSGN1
18052,KRTAP22-1
18053,AIF1
18054,C2CD4A
18055,XRCC6
18056,IRX1
18057,PCSK1N
18058,ANKRD24
18059,RP11-343C2.9
18060,ATMIN
18061,ARFGEF2
18062,PLXNB1
18063,HDC
18064,PDZD11
18065,BCORL1
18066,CDR2L
18067,NPHP3
18068,PRR29
18069,KLHL2
18070,KIR2DS4
18071,NT5DC4
18072,RSPH9
18073,FBXO7
18074,PRSS46
18075,UGT1A3
18076,MAST2
18077,DYX1C1
18078,PKIB
18079,PHOSPHO2
18080,C9orf16
18081,BTN3A1
18082,CLEC18A
18083,EARS2
18084,HCK
18085,TRAF2
18086,PKDCC
18087,HTR1F
18088,HLA-DQB1
18089,CDCA4
18090,IRF9
18091,DDX20
18092,PXDC1
18093,ABCD1
18094,N4BP2L2
18095,TRAJ23
18096,ANKRD30BL
18097,DMRTA2
18098,POP7
18099,ST6GALNAC3
18100,HMGCS2
18101,NPM3
18102,DPH7
18103,KLHL23
18104,CCDC42
18105,KLHL20
18106,CDC42SE2
18107,ARMC1
18108,SOCS5
18109,P3H2
18110,DEF8
18111,KIAA1257
18112,DEFB129
18113,GIF
18114,CTBP1
18115,RAD23B
18116,RBP5
18117,RASSF6
18118,BPI
18119,RNASEL
18120,DYNLL1
18121,FAM170B
18122,FAM83E
18123,RP11-722G7.1
18124,MNX1
18125,AKR1A1
18126,ASB11
18127,DBF4B
18128,ENO4
18129,CD5
18130,HIST1H3A
18131,RAET1E
18132,DOPEY1
18133,NEK7
18134,LPAR2
18135,KCTD1
18136,MAGI1
18137,MIR6850
18138,LCE3B
18139,CCL26
18140,MAP3K7
18141,LINC00998
18142,GRM6
18143,PCDHA1
18144,KSR2
18145,MPHOSPH10
18146,ZFYVE9
18147,ENTPD8
18148,IGLV1-50
18149,HDGFL1
18150,LIN54
18151,STX6
18152,ADAM29
18153,LAMA4
18154,NPB
18155,DZIP1
18156,BDH1
18157,LRRC8B
18158,DBR1
18159,SUPT5H
18160,HEPHL1
18161,HVCN1
18162,GFRA1
18163,MIOS
18164,OR5H15
18165,AGO1
18166,SCN5A
18167,TRABD2A
18168,DEDD
18169,CPNE3
18170,F8A2
18171,SPESP1
18172,OR4C46
18173,CAPN7
18174,C11orf65
18175,IGHV4OR15-8
18176,PTH
18177,BAG5
18178,MT4
18179,HIST1H2BE
18180,NCAPD3
18181,HOXC6
18182,PCED1A
18183,SPG21
18184,TAOK3
18185,TNIP1
18186,GFI1
18187,CYS1
18188,ZBED4
18189,SPATA32
18190,IMMT
18191,MTAP
18192,PPL
18193,PYROXD2
18194,IGHD7-27
18195,SLC35A1
18196,TMEM168
18197,TRIM32
18198,CD28
18199,NPIPB2
18200,SATB1
18201,GYG1
18202,IQGAP1
18203,OR6C2
18204,PLPP7
18205,TBC1D3E
18206,ZNF618
18207,SCRT2
18208,MIR4687
18209,XPO4
18210,TMEM252
18211,EMB
18212,IGSF3
18213,IL2RB
18214,OR6A2
18215,HLA-C
18216,TRBJ1-4
18217,SLC28A3
18218,AKT2
18219,MAGED4B
18220,FAM43B
18221,SH2D6
18222,FXYD4
18223,SLC35B2
18224,FAM19A4
18225,IGHV3-20
18226,RP11-65B7.2
18227,OR4E2
18228,PARD6G
18229,DNASE1L2
18230,UBE2E3
18231,ZDHHC23
18232,BICDL2
18233,MASP1
18234,F3
18235,PCMT1
18236,CT45A3
18237,CLCN1
18238,CHID1
18239,MIR922
18240,MRPS12
18241,UTRN
18242,PCM1
18243,RTN1
18244,ACSBG2
18245,THPO
18246,ABLIM1
18247,HECW2
18248,DUT
18249,GIT2
18250,FGF1
18251,AQP12B
18252,MIR4467
18253,IGFBP5
18254,AC010642.1
18255,CUEDC1
18256,RAPGEF1
18257,CLDN18
18258,ARPC5
18259,SUGT1
18260,SLC2A12
18261,TSPAN3
18262,PROKR2
18263,TMEM106C
18264,BNIP3L
18265,PER1
18266,PAQR5
18267,ENPEP
18268,GBAS
18269,ACER1
18270,BIK
18271,MRPS23
18272,SLA
18273,PIH1D3
18274,PAIP2
18275,MDFI
18276,GABRR2
18277,PIGL
18278,GSC2
18279,SARS
18280,LMAN1L
18281,MAPK8IP1
18282,PIWIL1
18283,MBOAT7
18284,CAND2
18285,CCDC130
18286,CAMLG
18287,OTOG
18288,GNG11
18289,ZNF77
18290,CD46
18291,RNF19A
18292,RPL4
18293,NDUFA13
18294,OR4B1
18295,PANX2
18296,RAB31
18297,TMEM167A
18298,AC138969.4
18299,TOR1AIP1
18300,CDCA5
18301,PAIP1
18302,SPANXN3
18303,UPRT
18304,C5orf24
18305,CTB-133G6.1
18306,FCAMR
18307,NUDT17
18308,RAB42
18309,TNXB
18310,TIGD4
18311,PTCHD1
18312,KIAA0141
18313,FCMR
18314,CPT2
18315,CHORDC1
18316,PSMG3
18317,CASZ1
18318,JOSD1
18319,COLCA2
18320,PARM1
18321,VNN3
18322,CT47A7
18323,GUCY2F
18324,CAP1
18325,RP11-294C11.3
18326,KCNA3
18327,CYB5D2
18328,AD000671.6
18329,SVEP1
18330,FAM86C1
18331,ZNF529
18332,ADCYAP1R1
18333,KIAA0513
18334,LCE3C
18335,ANKRD28
18336,CD209
18337,SLC37A2
18338,MED18
18339,LOXHD1
18340,PHLPP2
18341,IFNGR1
18342,POLR2B
18343,MIR6834
18344,PRSS57
18345,DENND5A
18346,NEURL1
18347,KIF12
18348,SBDS
18349,PNPLA5
18350,IZUMO4
18351,RPL19
18352,SNX32
18353,CHD1
18354,NOS3
18355,TOX4
18356,CST9L
18357,RGAG1
18358,IQGAP3
18359,FRS3
18360,BCOR
18361,GABBR1
18362,AC079584.3
18363,HELLS
18364,TIGIT
18365,METTL26
18366,ZNF322
18367,IRS1
18368,UQCRC2
18369,KLHL8
18370,CACNG6
18371,DNAJC21
18372,RFC2
18373,LTBR
18374,PACRG
18375,ST8SIA4
18376,TRGV5
18377,RNF181
18378,VPS25
18379,ZAR1L
18380,FLG2
18381,CHKB-CPT1B
18382,DNAJB6
18383,KIF1BP
18384,TSC22D1
18385,ZNF559-ZNF177
18386,FOXQ1
18387,SNX13
18388,SLC25A18
18389,KATNB1
18390,H1FNT
18391,KREMEN1
18392,S100A14
18393,HES7
18394,IMMP1L
18395,ZNF274
18396,TPH1
18397,UPB1
18398,RPL37
18399,REEP2
18400,TAP2
18401,ITGAL
18402,LDHAL6B
18403,TMEM135
18404,TSSK4
18405,CNR1
18406,PPT2-EGFL8
18407,OCA2
18408,BTBD7
18409,SNX21
18410,HES2
18411,RNLS
18412,PHF1
18413,C17orf47
18414,CH507-9B2.2
18415,RNF4
18416,INTS6L
18417,GRAMD1C
18418,U82695.5
18419,GNB2
18420,ST13
18421,SPRR4
18422,ZMYND8
18423,DPYSL2
18424,HCG27
18425,ZNF484
18426,RNF223
18427,MS4A8
18428,RPRM
18429,CD244
18430,STAMBP
18431,PPP1R18
18432,RP11-468E2.1
18433,DMRTC1
18434,PNISR
18435,KCNK1
18436,FGD1
18437,RRAD
18438,SPEF2
18439,FAM134B
18440,OTOR
18441,OR8I2
18442,IL1RAPL2
18443,VNN1
18444,FBP1
18445,ING4
18446,ZPLD1
18447,MYOZ1
18448,PRAMEF33
18449,ERLIN1
18450,RAB13
18451,MOV10L1
18452,HEYL
18453,INSL6
18454,HTR1A
18455,DNAJB14
18456,CEND1
18457,BCR
18458,ELK1
18459,YES1
18460,NFE2
18461,CNFN
18462,PRR15
18463,CCDC185
18464,LYZ
18465,PRKAR1A
18466,TOP3A
18467,C21orf91
18468,NAXD
18469,MAPK11
18470,CLMN
18471,HNRNPH3
18472,OR12D3
18473,TAB2
18474,NPHP3-ACAD11
18475,TNNI3K
18476,SMIM21
18477,TMEM134
18478,NCOA5
18479,PINK1
18480,RAB33B
18481,RARG
18482,CCDC40
18483,GNPDA1
18484,TM4SF5
18485,DCLK3
18486,KIF13A
18487,CYP26A1
18488,SLFN14
18489,KRTAP5-5
18490,DUX4
18491,MUM1
18492,RP13-1032I1.10
18493,CACNB2
18494,APOL2
18495,PRODH2
18496,CGB7
18497,ELOVL2
18498,RARRES2
18499,CTD-2528L19.4
18500,RNF157
18501,LYRM1
18502,NNT
18503,PLIN2
18504,MICU1
18505,LUZP1
18506,HAPLN2
18507,FBXO47
18508,CDY1B
18509,PSEN2
18510,NT5M
18511,ZNF197
18512,DDO
18513,ZNF254
18514,OR13F1
18515,F2
18516,HUS1B
18517,ZNF154
18518,SPP2
18519,COLEC11
18520,ESYT2
18521,SCN2A
18522,MRPS26
18523,BTBD10
18524,COX7A2L
18525,TXNRD2
18526,CTD-2105E13.6
18527,TBX10
18528,POC1B
18529,PIK3IP1
18530,FAM163B
18531,MYOD1
18532,DCAF5
18533,SLC3A1
18534,GRB10
18535,FAM131C
18536,ELP6
18537,RXRA
18538,SSH1
18539,USP45
18540,KRT9
18541,MAVS
18542,FAM127B
18543,TIGD2
18544,ERF
18545,MTMR9
18546,TJAP1
18547,ADGRE1
18548,KAT5
18549,FAM189A2
18550,GOLT1B
18551,H1F0
18552,ADARB1
18553,BCL7A
18554,GRAP2
18555,KCTD10
18556,SEC24B
18557,PBRM1
18558,OR5P2
18559,SFPQ
18560,CARD11
18561,REEP3
18562,HNMT
18563,HLA-DRB1
18564,SC5D
18565,C15orf52
18566,RGPD1
18567,EBF4
18568,FEM1C
18569,PTGDR
18570,H2AFX
18571,ZNF709
18572,PRR23A
18573,APBB1IP
18574,ASB2
18575,UMOD
18576,C1orf159
18577,TRNAU1AP
18578,CH17-270A2.2
18579,CNMD
18580,ASPN
18581,MAP3K8
18582,CCT8
18583,PIR
18584,TMEM40
18585,PROX2
18586,DUSP8
18587,TACR3
18588,NDUFA7
18589,ZNF34
18590,H2AFJ
18591,TUBB6
18592,KBTBD4
18593,HCRTR1
18594,NDUFV1
18595,TP53I13
18596,TBC1D4
18597,TRPC4
18598,SCML1
18599,PHKB
18600,FIBP
18601,ART1
18602,MIR3655
18603,GRIA4
18604,RABL6
18605,GPR62
18606,CRIPAK
18607,USH2A
18608,CASKIN2
18609,USP37
18610,DEFB133
18611,FAM8A1
18612,ANKRD61
18613,QRFPR
18614,ZNF823
18615,FLOT1
18616,CLIP3
18617,NDUFA5
18618,POLDIP3
18619,MIR6727
18620,TMEM87A
18621,FAM105A
18622,RP11-84A14.7
18623,CTCF
18624,TSSK2
18625,PIGP
18626,PRR19
18627,FAM106A
18628,CHML
18629,RFPL4B
18630,HSH2D
18631,TUSC1
18632,RP11-514P8.6
18633,VSTM5
18634,MKLN1
18635,RP11-286H14.4
18636,TMEM27
18637,LBX2
18638,CT45A6
18639,RAP1GAP
18640,POLR3GL
18641,EVX2
18642,NICN1
18643,PAMR1
18644,TRBV5-4
18645,OR52I2
18646,SORCS1
18647,HBG2
18648,OR2C1
18649,UBXN11
18650,KEAP1
18651,EIF3M
18652,LGALS9C
18653,NR1H3
18654,WDR83OS
18655,ACIN1
18656,MARK1
18657,GAS2L3
18658,RWDD4
18659,RP11-240B13.2
18660,PGAM1
18661,LAGE3
18662,MED13L
18663,HDAC5
18664,KRT10
18665,ZNF561
18666,GPR87
18667,DHX36
18668,CALCR
18669,TSSC1
18670,VWA2
18671,CELA1
18672,SUSD4
18673,JUNB
18674,RAD23A
18675,KRTAP12-1
18676,ELF4
18677,MUC15
18678,LAPTM4A
18679,GPR156
18680,IGKV3D-11
18681,PARP4
18682,RMDN2
18683,ANKEF1
18684,SAMD4B
18685,ALDH2
18686,MYBBP1A
18687,HAP1
18688,IKZF5
18689,DMWD
18690,ATP5EP2
18691,PEF1
18692,PSG9
18693,GSG2
18694,MYLPF
18695,PPIAL4E
18696,SNX16
18697,FMR1NB
18698,DNM1
18699,RRP15
18700,PTPN22
18701,SWT1
18702,RETN
18703,DEFB124
18704,IGHV1-69D
18705,CEP83
18706,RPS12
18707,ICOS
18708,FADS6
18709,SPACA4
18710,GLI4
18711,CST1
18712,FBXO38
18713,LRRC3C
18714,ANKRD55
18715,ENOX1
18716,AOC3
18717,GTF2H5
18718,ZBED3
18719,CXorf66
18720,BTBD9
18721,TCF12
18722,KIAA1211
18723,LMBR1L
18724,TRBV6-3
18725,RUFY2
18726,ALPK2
18727,DHRS1
18728,PYGO1
18729,UTP23
18730,PPP1R2P9
18731,NBEA
18732,MALRD1
18733,KLHL7
18734,NPY5R
18735,CYP1A2
18736,ADPGK
18737,MICAL1
18738,CST2
18739,CFL2
18740,BTN3A3
18741,CR1L
18742,ZNF658
18743,TSPY8
18744,C11orf91
18745,EID2
18746,NIPSNAP3A
18747,IGHD3OR15-3B
18748,PRR23B
18749,TM4SF19
18750,FAM71C
18751,GDPD2
18752,FABP5
18753,RAB40A
18754,MYRFL
18755,SGSM1
18756,PIK3CA
18757,OR51G2
18758,CTD-2207O23.12
18759,GSR
18760,ZNF222
18761,TRBV6-6
18762,KCNS1
18763,ANKRD16
18764,RHNO1
18765,ZFYVE21
18766,POU1F1
18767,NUAK2
18768,B3GNT9
18769,CNGA4
18770,TCF20
18771,FGF5
18772,LYPD6B
18773,FKBP8
18774,MYOM2
18775,SNRPF
18776,EXOC6B
18777,SSSCA1
18778,EWSR1
18779,HECA
18780,PPP1R8
18781,GSE1
18782,SLC27A4
18783,AGER
18784,ZNF780B
18785,SPA17
18786,FSIP2
18787,POLR2A
18788,CT47A4
18789,FAM155A
18790,RARS2
18791,DAAM1
18792,VPREB3
18793,ACOX1
18794,RP11-514P8.7
18795,SPRY1
18796,RXFP3
18797,RRBP1
18798,PCNX4
18799,SPR
18800,ITGA10
18801,CALM3
18802,GJC2
18803,FXYD7
18804,RP13-347D8.7
18805,PRPF31
18806,ZNF423
18807,ELOA3C
18808,PRKG2
18809,TRAPPC10
18810,RBM45
18811,ZNF284
18812,POMGNT1
18813,BBS1
18814,NPHP4
18815,RC3H2
18816,APAF1
18817,TNKS1BP1
18818,SLC52A2
18819,CDK5R1
18820,PPY
18821,PGF
18822,LIG3
18823,GRM2
18824,ARAP1
18825,A2M
18826,COL5A1
18827,PRNT
18828,VHLL
18829,HIST1H4B
18830,ICE1
18831,ABHD5
18832,SLF1
18833,PROSC
18834,SSFA2
18835,VPS13A
18836,CTSA
18837,ID3
18838,SLC16A1
18839,FHOD3
18840,SH3BGRL3
18841,SCML4
18842,FBXL16
18843,NIPA1
18844,USP17L18
18845,EQTN
18846,TRAV40
18847,CDKN2AIPNL
18848,KIFC1
18849,AK4
18850,RASSF3
18851,GBP5
18852,HIST1H2AD
18853,TUBGCP6
18854,TIMP4
18855,TCTEX1D4
18856,HAS3
18857,CRABP2
18858,EIF1AD
18859,DDX54
18860,FXYD3
18861,ARAP2
18862,CDKL2
18863,FAM120B
18864,ZBTB48
18865,SYCP1
18866,ERVW-1
18867,S100A2
18868,PIGG
18869,IFNAR1
18870,SUN3
18871,GGN
18872,TRIM25
18873,LRIT1
18874,OR10J3
18875,CYTH3
18876,STUM
18877,PGC
18878,OXGR1
18879,CCL23
18880,CMYA5
18881,DYNLT3
18882,GRAP
18883,DNAH9
18884,OR1D2
18885,TPP1
18886,CENPVL2
18887,C11orf54
18888,CTTNBP2
18889,UBR4
18890,RASL11B
18891,PLCB3
18892,KLHL1
18893,VCPKMT
18894,SRD5A2
18895,FDCSP
18896,IKBIP
18897,DTX1
18898,OR2S2
18899,SNX5
18900,PER3
18901,EID1
18902,ZNF844
18903,TNR
18904,CALCRL
18905,ZBTB33
18906,GAGE2A
18907,WDR45
18908,SCIMP
18909,NUCKS1
18910,LRFN1
18911,NOL10
18912,PIRT
18913,MIGA2
18914,KLHL32
18915,MPZ
18916,NMI
18917,IGHD3-9
18918,OR2A4
18919,USP9Y
18920,L3MBTL4
18921,PYCR2
18922,RBM46
18923,PLEKHH3
18924,ITGA3
18925,AC233755.2
18926,NTSR1
18927,UGT1A9
18928,CFHR1
18929,RP11-15K19.2
18930,MIR6852
18931,SPATA5
18932,TNFAIP8L1
18933,UTS2
18934,CNDP1
18935,SHMT1
18936,CLECL1
18937,HTRA1
18938,RDH16
18939,CSRP2
18940,SERPINA12
18941,LHX5
18942,MIEF2
18943,SLC25A53
18944,SLC35B1
18945,USP33
18946,MTUS2
18947,ELFN2
18948,BTBD18
18949,ARL16
18950,NR0B1
18951,TRAPPC6B
18952,FBXW2
18953,PNCK
18954,ITGAX
18955,CHADL
18956,COA1
18957,PCNX3
18958,DNAJA1
18959,FCHSD1
18960,NSD3
18961,CIAPIN1
18962,RELB
18963,AGMO
18964,MIR6822
18965,PRPF4B
18966,DOLPP1
18967,TMEM82
18968,NEU4
18969,SMDT1
18970,CBY3
18971,NCR3LG1
18972,TRGC1
18973,NAA10
18974,INHBB
18975,GJB7
18976,CCER2
18977,CAPRIN2
18978,SPRR2F
18979,ZNF432
18980,C17orf67
18981,OR7A10
18982,KRTAP13-1
18983,P2RY11
18984,GLG1
18985,IL17D
18986,OSBPL6
18987,AC068533.7
18988,UCHL1
18989,TC2N
18990,METTL8
18991,MAPKAPK3
18992,KRT79
18993,RWDD2B
18994,AMER3
18995,C4orf47
18996,LOXL2
18997,CTD-2370N5.3
18998,C19orf73
18999,TRBJ2-4
19000,AC018755.18
19001,SCML2
19002,ZCCHC6
19003,SLC25A6
19004,MAP2
19005,CCL3
19006,OVCH1
19007,TBC1D31
19008,TMEM151A
19009,CA13
19010,PCNA
19011,HCRT
19012,JMJD4
19013,JAKMIP3
19014,OR51H1
19015,SLC35A2
19016,FAM135B
19017,FOXB2
19018,SNX22
19019,NPAS4
19020,LHX3
19021,CHI3L2
19022,DBX2
19023,MYBPHL
19024,CCDC110
19025,LCE5A
19026,COL8A2
19027,MAGEB16
19028,NMNAT2
19029,GLIPR2
19030,APOF
19031,GNG7
19032,THY1
19033,RPS27A
19034,CADM4
19035,PLA2G10
19036,PCNX1
19037,APOBEC1
19038,SNAPC5
19039,TCHHL1
19040,ROCK2
19041,PRDX2
19042,TRAP1
19043,CDH18
19044,TAF7
19045,PGBD4
19046,MT-CO1
19047,DIP2C
19048,ZSCAN22
19049,NPFFR1
19050,DCTD
19051,DVL2
19052,GJA1
19053,USP5
19054,S100P
19055,USP35
19056,SENP2
19057,ZNF672
19058,ANO9
19059,SGIP1
19060,GPI
19061,TFF3
19062,KCTD3
19063,ALS2CR12
19064,IGKV1D-39
19065,CTD-2583A14.9
19066,TMEM265
19067,ACTL6B
19068,CENPT
19069,PALM3
19070,CTB-16J4.1
19071,CRIPT
19072,HMMR
19073,TNK1
19074,PRG2
19075,PTPRT
19076,SMKR1
19077,PABPC1L2B
19078,C9orf84
19079,TMEM57
19080,PTPRU
19081,TSHZ2
19082,IRS2
19083,SOX11
19084,MSR1
19085,SEPT9
19086,SURF6
19087,USP17L13
19088,PHOSPHO1
19089,OR10G6
19090,TRPM1
19091,SLC4A2
19092,TM6SF1
19093,RNF138
19094,RD3L
19095,C17orf62
19096,KLHL10
19097,STAB1
19098,RNF169
19099,IWS1
19100,TOE1
19101,CCDC152
19102,CBFB
19103,CD151
19104,TNFRSF10A
19105,NEPRO
19106,NR2F6
19107,TAS2R14
19108,FGFR1
19109,CASKIN1
19110,RP11-192H23.4
19111,NSUN3
19112,SLC2A5
19113,GPX2
19114,RTKN
19115,HNRNPAB
19116,ZNF330
19117,PRDM11
19118,ARMCX6
19119,CCDC113
19120,DCAF12L1
19121,RICTOR
19122,RP11-701H24.9
19123,CCNI
19124,UQCC3
19125,KRTAP10-11
19126,SPAG11A
19127,CACNA1D
19128,TRAJ11
19129,GALR2
19130,IGHD2-2
19131,JAM3
19132,CCDC138
19133,RSPO1
19134,SRSF3
19135,TOR1AIP2
19136,MOGAT2
19137,JCHAIN
19138,ABHD12
19139,CAPNS1
19140,TSPY10
19141,LCLAT1
19142,NSUN6
19143,DHFR
19144,MYSM1
19145,DLX6
19146,CYBRD1
19147,CHRNA10
19148,FAM182B
19149,SLC7A7
19150,NCAPH2
19151,CACNA1I
19152,SRD5A3
19153,P4HA2
19154,STN1
19155,GNG12
19156,SLIT2
19157,RORA
19158,UBFD1
19159,NR2F1
19160,RP11-27I1.4
19161,GRPEL2
19162,PPP1R9B
19163,TRIM21
19164,RACGAP1
19165,EIF2S3L
19166,MBD1
19167,WDYHV1
19168,UBR3
19169,MYOG
19170,IMPDH1
19171,KLHL22
19172,SLC35E2
19173,SSBP3
19174,NEU1
19175,ETV3
19176,LRRN4
19177,FAM109A
19178,FAM129A
19179,KCNMB1
19180,TEKT5
19181,BCRP3
19182,TTLL8
19183,EXO1
19184,PLPPR5
19185,LRRC61
19186,ZYX
19187,SPHAR
19188,THAP1
19189,PIP5K1B
19190,MUC22
19191,TRBV12-5
19192,CASC1
19193,C12orf50
19194,CDH26
19195,SNAP47
19196,CDC34
19197,MORC4
19198,TUFM
19199,GPM6A
19200,ISCA2
19201,CDCA3
19202,LARP4
19203,ITPKB
19204,RNF43
19205,FOXD4L1
19206,LRRC8C
19207,CDK15
19208,HAX1
19209,TEPSIN
19210,RAB27A
19211,ZNF106
19212,NDUFS5
19213,SF3B6
19214,SLC5A3
19215,PTPRR
19216,CCDC74B
19217,GRB14
19218,C3orf49
19219,TRAT1
19220,MUC13
19221,FMNL3
19222,BHMT
19223,ZCCHC17
19224,EIF2B1
19225,GSG1
19226,DOLK
19227,UGT2B11
19228,INTS10
19229,DKK2
19230,FAM84B
19231,METTL4
19232,DGKA
19233,NLRP2
19234,IGHV3OR16-10
19235,EPB41L4A
19236,CTD-3214H19.16
19237,C12orf45
19238,CTNNB1
19239,KL
19240,DGUOK
19241,MRGPRX1
19242,IGHV4-39
19243,PDK4
19244,PADI6
19245,GRM7
19246,CHTOP
19247,ASPRV1
19248,FUCA1
19249,MORN1
19250,CD164L2
19251,NME3
19252,CNTNAP3B
19253,IGF2BP2
19254,COL4A2
19255,PCDHB3
19256,PHOX2A
19257,CAMK2N1
19258,C17orf97
19259,TRIML1
19260,PIK3C2A
19261,POU4F1
19262,ATP5C1
19263,S100A7A
19264,SUPT4H1
19265,GALNTL6
19266,ALDH18A1
19267,TSPEAR
19268,CLEC3B
19269,OR51Q1
19270,KLF15
19271,ZBTB24
19272,CGNL1
19273,SULT1C4
19274,FAM107A
19275,DRP2
19276,ODF3L2
19277,TAAR5
19278,MAP2K1
19279,PSG5
19280,ATP6V1B1
19281,MRPS16
19282,NFXL1
19283,ANGPT2
19284,LRRCC1
19285,CHRNB2
19286,ANXA1
19287,GAL3ST1
19288,PLCL1
19289,SH3BGRL
19290,DEFA4
19291,SEMA5B
19292,OR51L1
19293,SPERT
19294,CCDC136
19295,IGKV3D-7
19296,PRMT6
19297,OR2L2
19298,SUPT20H
19299,SAMD4A
19300,ANKHD1-EIF4EBP3
19301,C20orf144
19302,MAPK13
19303,TRBJ2-7
19304,BTAF1
19305,AHNAK2
19306,TRBV4-2
19307,FRMPD2
19308,TXNDC2
19309,TMEM255A
19310,GCC1
19311,NUB1
19312,LRFN3
19313,PREPL
19314,UGT1A4
19315,TMTC3
19316,TRIM27
19317,SOS2
19318,MYCBP
19319,SEPT2
19320,ZNF23
19321,GAREM2
19322,DIAPH2
19323,ACTRT2
19324,PAX9
19325,RALGPS2
19326,BORCS8-MEF2B
19327,CCDC88A
19328,MON1B
19329,OGT
19330,ZCRB1
19331,RGPD8
19332,TRGJP2
19333,SLC38A11
19334,LGALS9B
19335,ZNF354C
19336,SGMS1
19337,THRAP3
19338,JADE1
19339,TF
19340,LEMD3
19341,PCED1B
19342,UBE2D3
19343,CTB-96E2.2
19344,EIF2B2
19345,ATP12A
19346,ERBB3
19347,FPGT-TNNI3K
19348,ANKRD39
19349,NYX
19350,GPR6
19351,COX6C
19352,PCNX2
19353,MYEOV
19354,POFUT1
19355,HGS
19356,C10orf128
19357,PDE6G
19358,KDM4D
19359,KCNJ8
19360,TMED4
19361,BIRC8
19362,ZNF628
19363,BTG2
19364,NSUN2
19365,DUSP28
19366,ADGRD1
19367,ITPR3
19368,HPD
19369,APOA1
19370,GJD4
19371,GNAT1
19372,SOAT2
19373,CEBPE
19374,AP000322.53
19375,CCNF
19376,PLA2G2F
19377,CCDC90B
19378,ZKSCAN1
19379,CDKN2A
19380,CPNE5
19381,FGD3
19382,TMOD3
19383,CELF5
19384,ALKBH7
19385,TTC30A
19386,ZNF791
19387,SRRM4
19388,PKD2L1
19389,SLC37A1
19390,RABL2A
19391,MTRF1
19392,CREB3L4
19393,GSN
19394,GRAMD3
19395,ZDBF2
19396,FAHD1
19397,TMEM200A
19398,VWA5B2
19399,ARMC12
19400,NANOS1
19401,FAM186B
19402,TP53TG3E
19403,PRKAG3
19404,ZMAT5
19405,CDC45
19406,PRAP1
19407,DLGAP5
19408,SLC16A7
19409,RAD9B
19410,SYNJ2BP-COX16
19411,CTC-454I21.3
19412,NHLH1
19413,C2CD4C
19414,BTN3A2
19415,TMIE
19416,DMGDH
19417,TTC31
19418,THAP12
19419,UFSP2
19420,CRELD1
19421,TRIM31
19422,SERGEF
19423,SH2D3C
19424,FAM183A
19425,SCARB2
19426,PFAS
19427,TRAV8-2
19428,SMAD9
19429,GEMIN6
19430,TRIM3
19431,ETFA
19432,RBFOX2
19433,LELP1
19434,DNAAF3
19435,GRK4
19436,UNC93B1
19437,ARL3
19438,TMEM218
19439,ZNF645
